10,5,3,200,1,1,0.3,1,0.29259,0.12915,0.2752,0.094105,0.29221,0.12625,0.2753,0.095043,0.15306,0.19526,0.15134,0.19306,0.15294,0.1951,0.15155,0.19332,1.9116,0.66141,1.8184,0.48744,1.9106,0.64712,1.8166,0.49163,0.055932,0.50835,0.069007,0.62594,0.056052,0.51756,0.069281,0.62298,2.1494,2.1262,2.1476,2.1292,2.8206,2.8215,2.0003
10,5,3,200,1,1,0.3,1,0.39408,0.29517,0.37829,0.28882,0.3954,0.29535,0.37754,0.2889,0.14553,0.083081,0.14563,0.083136,0.14553,0.083079,0.14556,0.083095,2.7078,3.5528,2.5976,3.4741,2.717,3.5551,2.5938,3.4767,0.0067722,0.00038121,0.009387,0.00051262,0.0065877,0.00037785,0.0094919,0.00050764,2.0389,2.043,2.0389,2.042,2.84,2.8402,1.9993
10,5,3,200,1,1,0.3,1,0.33965,0.34037,0.33374,0.29529,0.33979,0.34009,0.33486,0.29473,0.14863,0.2413,0.14615,0.23725,0.14839,0.2409,0.14635,0.23758,2.2852,1.4106,2.2835,1.2446,2.2899,1.4117,2.2881,1.2406,0.022302,0.15836,0.0224,0.21328,0.022028,0.15803,0.022133,0.21477,2.0791,2.0395,2.0756,2.0423,2.8307,2.8286,2.0003
10,5,3,200,1,1,0.3,1,0.4507,0.89572,0.4673,1.0058,0.44958,0.90417,0.46687,1.0008,0.14564,0.63989,0.14344,0.63026,0.14553,0.63941,0.14336,0.62988,3.0946,1.3998,3.2578,1.5958,3.0892,1.4141,3.2567,1.5889,0.001971,0.16158,0.0011228,0.11053,0.002007,0.15734,0.001127,0.11207,2.0498,2.0151,2.0482,2.0139,2.8258,2.8253,2.0004
10,5,3,200,1,1,0.3,1,0.26507,0.3,0.29593,0.26633,0.265,0.29977,0.2962,0.26671,0.14431,0.16625,0.14385,0.16573,0.1446,0.16659,0.14384,0.16572,1.8369,1.8045,2.0572,1.607,1.8327,1.7995,2.0593,1.6094,0.066229,0.071157,0.03967,0.10806,0.066847,0.071943,0.039467,0.10752,2.0307,2.0273,2.0348,2.027,2.7997,2.8002,2.0004
10,5,3,200,1,1,0.3,1,-0.0061862,0.33514,0.018299,0.32883,-0.0061506,0.33429,0.018518,0.32999,0.15445,0.11876,0.15397,0.11839,0.15457,0.11886,0.15375,0.11822,-0.040053,2.8219,0.11885,2.7775,-0.039791,2.8126,0.12044,2.7914,0.96805,0.0047734,0.9054,0.0054786,0.96826,0.0049148,0.90413,0.005248,2.1742,2.1656,2.1759,2.1623,2.8332,2.832,2.0005
10,5,3,200,1,1,0.3,1,0.096438,0.39442,0.078033,0.39773,0.096196,0.39468,0.077386,0.39931,0.14251,0.20378,0.14259,0.20392,0.14251,0.20379,0.1426,0.20394,0.67672,1.9355,0.54725,1.9504,0.67502,1.9367,0.54266,1.958,0.49858,0.052934,0.5842,0.051124,0.49966,0.052778,0.58736,0.05023,1.9987,1.9997,1.9987,1.9999,2.8365,2.8362,1.9991
10,5,3,200,1,1,0.3,1,0.32423,0.62303,0.32134,0.64331,0.32233,0.62446,0.32075,0.64337,0.16097,0.14768,0.16121,0.1479,0.16068,0.14742,0.16101,0.14772,2.0142,4.2188,1.9933,4.3496,2.006,4.236,1.9921,4.3553,0.043984,2.456e-05,0.04623,1.3637e-05,0.044854,2.2755e-05,0.046363,1.3286e-05,2.2642,2.2704,2.2601,2.2676,2.8343,2.834,1.9997
10,5,3,200,1,1,0.3,1,0.23387,0.27412,0.20752,0.2633,0.23452,0.27426,0.20714,0.2622,0.13161,0.066248,0.13162,0.066253,0.13169,0.066289,0.13154,0.066217,1.777,4.1378,1.5767,3.9741,1.7809,4.1373,1.5747,3.9597,0.075565,3.506e-05,0.11487,7.065e-05,0.074934,3.5138e-05,0.11533,7.5035e-05,1.8351,1.8321,1.8363,1.8311,2.8328,2.833,1.9997
10,5,3,200,1,1,0.3,1,0.39329,0.96737,0.35031,1.1518,0.39307,0.97482,0.35158,1.1384,0.14411,0.86447,0.14478,0.86842,0.14404,0.86401,0.14512,0.87046,2.729,1.119,2.4196,1.3263,2.7289,1.1282,2.4227,1.3078,0.0063521,0.26312,0.015538,0.18475,0.006355,0.25922,0.015407,0.19095,1.9995,2.0071,1.9984,2.0119,2.8172,2.819,1.9999
10,5,3,200,1,1,0.3,1,0.40201,0.20163,0.42056,0.19991,0.40148,0.202,0.42093,0.20023,0.14126,0.090442,0.14194,0.090873,0.14138,0.090514,0.14208,0.090961,2.8458,2.2294,2.963,2.1999,2.8398,2.2317,2.9627,2.2013,0.0044302,0.025786,0.0030463,0.027811,0.004514,0.025633,0.0030491,0.027714,1.9803,1.9902,1.9818,1.9921,2.8197,2.8217,1.9999
10,5,3,200,1,1,0.3,1,0.49459,0.48036,0.50166,0.47462,0.49374,0.48046,0.49976,0.47543,0.15871,0.19016,0.15847,0.18988,0.15799,0.1893,0.15839,0.18979,3.1163,2.5261,3.1656,2.4995,3.1251,2.5381,3.1553,2.5051,0.0018315,0.011535,0.0015478,0.012435,0.0017775,0.011146,0.0016035,0.012242,2.232,2.2287,2.2217,2.2276,2.8286,2.8282,1.9996
10,5,3,200,1,1,0.3,1,0.69878,0.73204,0.68031,0.66694,0.69785,0.73297,0.68119,0.67453,0.1424,0.32179,0.14342,0.32416,0.14242,0.32182,0.14342,0.32417,4.907,2.2749,4.7436,2.0574,4.9001,2.2776,4.7495,2.0808,9.2464e-07,0.022913,2.1e-06,0.039645,9.5767e-07,0.02275,2.0392e-06,0.037455,1.9997,1.9995,1.9998,1.9995,2.8243,2.8261,1.9999
10,5,3,200,1,1,0.3,1,0.25061,0.31016,0.22901,0.20108,0.25021,0.31324,0.22986,0.20287,0.13917,0.39042,0.13751,0.38576,0.13923,0.39057,0.13753,0.38581,1.8007,0.79444,1.6654,0.52127,1.7971,0.80201,1.6714,0.52583,0.071758,0.42694,0.095835,0.60218,0.072322,0.42254,0.094645,0.59901,1.9464,1.9247,1.9472,1.9249,2.8149,2.8142,1.9991
10,5,3,200,1,1,0.3,1,0.36148,0.60896,0.33486,0.62678,0.36186,0.61072,0.33409,0.62774,0.14728,0.19631,0.15101,0.20124,0.14706,0.19602,0.15081,0.20096,2.4544,3.1021,2.2174,3.1146,2.4606,3.1157,2.2153,3.1236,0.014112,0.0019217,0.026594,0.0018417,0.013869,0.0018354,0.026738,0.0017863,2.0678,2.1126,2.0647,2.1097,2.8236,2.8221,1.9997
10,5,3,200,1,1,0.3,1,0.28425,0.16307,0.24699,0.14165,0.28471,0.16189,0.24601,0.14181,0.13171,0.098288,0.12901,0.096267,0.13188,0.098415,0.12919,0.096396,2.1581,1.6591,1.9144,1.4714,2.1588,1.6449,1.9043,1.4711,0.030918,0.097095,0.055565,0.14117,0.030864,0.099981,0.05687,0.14126,1.8515,1.8151,1.8539,1.8175,2.8109,2.8101,2.0002
10,5,3,200,1,1,0.3,1,0.2367,0.21501,0.19939,0.22268,0.23824,0.21461,0.19827,0.22303,0.14464,0.086981,0.14305,0.08602,0.14479,0.087069,0.14307,0.086033,1.6364,2.4719,1.3939,2.5887,1.6454,2.4648,1.3859,2.5924,0.10175,0.01344,0.16335,0.0096344,0.099885,0.01371,0.16579,0.0095306,2.0268,2.0024,2.0289,2.0027,2.8389,2.8377,2.0009
10,5,3,200,1,1,0.3,1,0.29947,0.35128,0.30804,0.34709,0.2999,0.35014,0.3074,0.34663,0.14361,0.16996,0.1443,0.17078,0.14406,0.17049,0.14439,0.17088,2.0854,2.0669,2.1346,2.0324,2.0818,2.0537,2.129,2.0285,0.037035,0.038744,0.032792,0.042118,0.03736,0.040002,0.033256,0.042509,2.0202,2.0293,2.0266,2.0304,2.8376,2.8387,1.9996
10,5,3,200,1,1,0.3,1,0.4467,0.32553,0.43526,0.34344,0.44939,0.3248,0.43504,0.34279,0.13624,0.1161,0.13516,0.11518,0.13676,0.11655,0.13536,0.11535,3.2788,2.8038,3.2203,2.9817,3.2859,2.7868,3.2139,2.9716,0.0010424,0.0050497,0.0012806,0.0028666,0.0010166,0.0053234,0.0013094,0.0029623,1.8972,1.8833,1.9045,1.8862,2.841,2.8416,1.9998
10,5,3,200,1,1,0.3,1,0.34193,0.47054,0.35942,0.46849,0.342,0.46686,0.35939,0.46634,0.14241,0.23875,0.14099,0.23636,0.14195,0.23798,0.14126,0.23682,2.401,1.9708,2.5493,1.9821,2.4094,1.9618,2.5441,1.9691,0.016348,0.048746,0.010793,0.047468,0.01598,0.04979,0.010955,0.048937,2.0008,1.9801,1.9943,1.984,2.8277,2.8277,1.9995
10,5,3,200,1,1,0.3,1,0.36086,0.050441,0.34798,0.045022,0.36213,0.050409,0.34645,0.04302,0.13905,0.27095,0.13981,0.27242,0.13915,0.27116,0.13985,0.2725,2.5952,0.18616,2.489,0.16527,2.6024,0.1859,2.4773,0.15787,0.0094534,0.85232,0.01281,0.86874,0.009258,0.85252,0.013237,0.87456,1.9537,1.9665,1.9552,1.9671,2.8273,2.8277,1.9999
10,5,3,200,1,1,0.3,1,0.28629,0.46197,0.2779,0.42503,0.28676,0.46333,0.27927,0.42464,0.15591,0.17724,0.15663,0.17806,0.156,0.17735,0.15669,0.17813,1.8362,2.6065,1.7743,2.387,1.8382,2.6126,1.7823,2.3839,0.066322,0.009148,0.076013,0.016984,0.066037,0.0089858,0.074693,0.017129,2.1913,2.2007,2.1927,2.2016,2.8392,2.8372,1.9995
10,5,3,200,1,1,0.3,1,0.18338,0.05797,0.16547,0.045879,0.18391,0.057764,0.16449,0.048139,0.13825,0.17861,0.13691,0.17684,0.13798,0.17825,0.13702,0.17699,1.3264,0.32457,1.2086,0.25943,1.3328,0.32405,1.2004,0.27198,0.1847,0.74551,0.22682,0.7953,0.18258,0.7459,0.22998,0.78563,1.9441,1.9259,1.9402,1.9275,2.8253,2.8258,2.0001
10,5,3,200,1,1,0.3,1,0.17055,0.352,0.2035,0.34874,0.17005,0.35188,0.20201,0.34923,0.14904,0.064928,0.14913,0.064971,0.14886,0.064849,0.1489,0.064869,1.1444,5.4215,1.3645,5.3677,1.1424,5.4261,1.3567,5.3836,0.25246,5.9112e-08,0.1724,7.9761e-08,0.25328,5.7606e-08,0.17489,7.3011e-08,2.0934,2.0961,2.0908,2.0928,2.8484,2.8469,2.0001
10,5,3,200,1,1,0.3,1,0.13728,0.33884,0.1687,0.34897,0.13718,0.33844,0.16997,0.34841,0.13578,0.075583,0.1348,0.075033,0.13546,0.075404,0.13475,0.075006,1.011,4.4831,1.2515,4.6508,1.0127,4.4883,1.2613,4.645,0.31202,7.3568e-06,0.21076,3.3062e-06,0.31121,7.1785e-06,0.20719,3.4002e-06,1.9076,1.8978,1.9031,1.8972,2.8241,2.8243,2
10,5,3,200,1,1,0.3,1,0.1485,0.15498,0.1471,0.17229,0.14862,0.15528,0.14962,0.17234,0.14775,0.096622,0.15055,0.098439,0.14754,0.096481,0.15048,0.09839,1.0051,1.604,0.97712,1.7502,1.0074,1.6094,0.99429,1.7516,0.31487,0.10872,0.32851,0.080082,0.31376,0.10753,0.32008,0.079846,2.0789,2.1121,2.0759,2.111,2.8316,2.8335,1.9999
10,5,3,200,1,1,0.3,1,0.30161,0.19624,0.30723,0.18735,0.30026,0.19511,0.30621,0.18538,0.14346,0.29809,0.14528,0.30189,0.14349,0.29816,0.14551,0.30236,2.1024,0.65832,2.1147,0.62058,2.0926,0.65439,2.1045,0.6131,0.035516,0.51033,0.034456,0.53487,0.036383,0.51286,0.035338,0.53981,2.0148,2.0432,2.0152,2.0464,2.8135,2.8138,2.0006
10,5,3,200,1,1,0.3,1,0.40011,0.25606,0.39424,0.29305,0.40115,0.25453,0.39433,0.29267,0.1451,0.14584,0.14573,0.14648,0.14506,0.14579,0.14574,0.14648,2.7575,1.7558,2.7052,2.0006,2.7655,1.7458,2.7057,1.9979,0.005825,0.079125,0.0068263,0.045432,0.0056835,0.080845,0.006816,0.045723,2.0169,2.0276,2.0163,2.0277,2.829,2.8288,2.0007
10,5,3,200,1,1,0.3,1,0.53845,0.26224,0.52268,0.26477,0.53908,0.26042,0.52294,0.26246,0.14012,0.18877,0.13858,0.1867,0.13999,0.1886,0.13887,0.18708,3.8429,1.3892,3.7716,1.4182,3.8508,1.3808,3.7658,1.4029,0.00012159,0.16477,0.00016219,0.15614,0.00011776,0.16735,0.00016605,0.16064,1.9611,1.9429,1.9594,1.9469,2.853,2.8525,2.0006
10,5,3,200,1,1,0.3,1,0.34954,0.49506,0.36369,0.45699,0.34803,0.49289,0.36415,0.45716,0.14556,0.19145,0.14623,0.19235,0.14567,0.1916,0.14655,0.19277,2.4014,2.5858,2.4871,2.3758,2.3892,2.5725,2.4849,2.3716,0.016333,0.0097147,0.012877,0.017511,0.016885,0.010097,0.012959,0.017714,2.0417,2.0361,2.0432,2.0406,2.8262,2.8283,1.9997
10,5,3,200,1,1,0.3,1,0.35082,0.42562,0.37648,0.42012,0.35157,0.42652,0.37745,0.4229,0.14212,0.2272,0.14242,0.22771,0.14213,0.2272,0.14243,0.22772,2.4684,1.8733,2.6434,1.845,2.4736,1.8773,2.6501,1.8571,0.013572,0.061022,0.0082083,0.065039,0.013376,0.06048,0.0080477,0.063295,1.9997,1.9986,1.9997,1.9987,2.8121,2.8128,1.9995
